Region,Month,Year,Comment,Sentiment,Sentiment Score,Risk Analysis
Assam,August,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,September,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,January,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,November,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,November,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,January,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,February,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,November,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,December,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,February,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,November,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,January,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,June,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Assam,April,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,April,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Dooars,September,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,June,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,June,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,December,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,May,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,October,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,June,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,March,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,July,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,January,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,July,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,August,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,April,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,May,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,September,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,July,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,October,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,November,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Assam,January,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,July,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,November,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,May,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,December,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,May,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,March,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,October,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,June,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,December,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,May,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,September,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,January,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,May,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,July,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,June,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Dooars,May,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,August,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,May,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,January,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Tripura,February,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,March,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,August,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,September,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,November,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,October,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,November,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,April,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,November,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,December,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,November,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,November,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,April,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,October,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,December,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,October,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,September,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Munnar,October,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,April,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,December,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,February,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,December,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,January,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,July,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,February,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,January,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,October,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,October,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,January,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,February,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,July,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,October,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,July,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,August,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,December,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,August,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,January,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Tripura,June,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,October,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,July,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,February,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,December,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,May,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,July,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,August,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,July,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Munnar,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,May,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,October,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,August,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,April,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,July,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Assam,November,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,August,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,December,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,March,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,March,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Munnar,January,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,October,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,October,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,March,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,January,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,October,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,July,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,May,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,April,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,July,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,December,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,September,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,May,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,October,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,October,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,September,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,January,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,June,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,June,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,May,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,September,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,September,2022,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,July,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,November,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,May,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,April,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,August,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,August,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,October,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,May,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,March,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,January,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,June,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,June,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,January,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,August,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,January,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,July,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,May,2022,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,June,2022,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,April,2022,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Munnar,August,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,March,2022,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,July,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,July,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Tripura,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,January,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,June,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,November,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,August,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,April,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Nilgiri,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,August,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Assam,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,February,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,May,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Nilgiri,April,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,May,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,June,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,August,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,March,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Nilgiri,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,December,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Nilgiri,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,November,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Nilgiri,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,August,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,August,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,September,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,December,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,November,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,January,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Nilgiri,July,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,October,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,December,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,August,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
