Region,Month,Year,Rainfall (mm),Tea Production (tons),Tea Supply (tons),Tea Demand (tons),Comment
Meghalaya,August,2022,1140.527353765243,345.8226944161175,299.2471649496811,325.4206657028175,"Due to rush at the port, the shipment was delayed."
Munnar,October,2022,607.4582217744737,324.44259494125623,283.5250279652114,288.1520564734818,Road blockages due to flooding delayed the shipment.
Nilgiri,October,2022,1885.8131706055747,446.3107301628893,419.1963402012626,456.74270686022794,"Due to rush at the port, the shipment was delayed."
Arunachal Pradesh,December,2022,1791.7000553491525,149.4568002779368,144.27152104766643,168.55634417679036,Road blockages due to flooding delayed the shipment.
Dooars,September,2022,1586.0743648649852,478.69616110867196,435.3644563777093,486.7941589547336,Labor strike at the port delayed the shipment.
Munnar,September,2022,1421.3608777864702,80.49260505652195,72.23312184251628,67.30772191466649,Road blockages due to flooding delayed the shipment.
Tripura,May,2022,1534.0298472011752,75.61670904048957,62.19541453145209,65.18886762294329,Adverse weather conditions caused a delay in transportation.
Nilgiri,December,2022,1668.7130802572767,216.47695858059146,207.32616124585132,198.59160623088835,"Due to rush at the port, the shipment was delayed."
Nilgiri,April,2022,1638.0487725188189,108.24752420344734,107.84774257939492,104.44623841883363,Road blockages due to flooding delayed the shipment.
Dooars,April,2022,1197.7698208676552,460.71217367809635,451.30261263548886,425.5011241098231,Adverse weather conditions caused a delay in transportation.
Munnar,February,2022,842.161251107998,333.07029945595764,297.6194165241729,272.38374834038007,"Due to rush at the port, the shipment was delayed."
Nilgiri,November,2022,1657.8046888730546,415.20426669384716,389.8880037737877,373.3193339700848,Customs clearance issues delayed the shipment.
Munnar,February,2022,1534.66141777786,114.77820976368753,95.13162794492,86.05014606808517,Road blockages due to flooding delayed the shipment.
Munnar,March,2022,1701.6598547915241,141.4999882454465,128.83613244411362,126.28080750676646,Labor strike at the port delayed the shipment.
Tripura,June,2022,1001.6034471572025,360.43971432529725,302.07551940808247,336.28486731003943,Labor strike at the port delayed the shipment.
Terai,August,2022,1785.345694737593,62.864443727142074,61.426345063510155,65.71786150889781,Road blockages due to flooding delayed the shipment.
Wayanad,November,2022,638.6750894868879,54.90358004642994,54.88941577683847,57.67929227606781,Labor strike at the port delayed the shipment.
Nilgiri,January,2022,866.1906437359594,63.41792002371133,58.73561277442551,61.62792524906546,"Due to rush at the port, the shipment was delayed."
Meghalaya,February,2022,1665.7714073372188,367.7183474023855,344.8536647432443,364.029555420132,Labor strike at the port delayed the shipment.
Dooars,December,2022,1630.785892389054,223.80484798736902,213.94696938737349,206.49602516173567,Adverse weather conditions caused a delay in transportation.
Munnar,September,2022,1233.0577240225216,440.39260036319934,395.2429967144589,361.3917865691896,Customs clearance issues delayed the shipment.
Wayanad,February,2022,790.2715610809202,410.18873638744145,408.0818269046008,379.75954458802386,Labor strike at the port delayed the shipment.
Dooars,December,2022,1138.2661932427636,226.7934191783006,201.40487674403784,194.92491057758428,Customs clearance issues delayed the shipment.
Terai,February,2022,681.6474737551171,161.5574199029846,137.65859683288915,157.61456109228055,Labor strike at the port delayed the shipment.
Nilgiri,February,2022,778.907402107197,157.17913952336352,139.79665132248505,145.01587463925182,Road blockages due to flooding delayed the shipment.
Munnar,June,2022,542.9408913857483,110.90904699311264,105.95696937746031,117.25034979279872,Customs clearance issues delayed the shipment.
Terai,December,2022,702.4898337227552,341.6031833774813,334.97438967708143,395.10965396707866,Adverse weather conditions caused a delay in transportation.
Tripura,June,2022,947.6232108059323,230.40949123628658,215.04372040760967,223.07288928959122,Adverse weather conditions caused a delay in transportation.
Darjeeling,September,2022,1030.2170042602056,227.98049041049498,211.26141249113633,231.8404483387261,"Due to rush at the port, the shipment was delayed."
Nilgiri,May,2022,1200.8191643126643,240.21022525638713,229.3894299585146,249.40525853184738,Labor strike at the port delayed the shipment.
Arunachal Pradesh,October,2022,1707.4167093203152,73.7870901840427,66.35154945820385,62.307582096431425,Adverse weather conditions caused a delay in transportation.
Tripura,November,2022,1516.0074884631076,165.30566300041085,150.90650900871037,172.39128482810176,Adverse weather conditions caused a delay in transportation.
Nilgiri,April,2022,531.4702524189801,337.38180832161237,276.31563331805296,293.21195488983585,Adverse weather conditions caused a delay in transportation.
Wayanad,September,2022,1849.950418763376,82.90494205544894,80.53447774430907,77.2522681458668,Road blockages due to flooding delayed the shipment.
Tripura,January,2022,1331.0821828736828,253.37346757884464,233.39883207701368,232.37262944384906,Labor strike at the port delayed the shipment.
Tripura,November,2022,554.5310730232768,117.34943244116344,113.61568875124544,128.73596417354833,"Due to rush at the port, the shipment was delayed."
Meghalaya,April,2022,1754.4460110000152,380.3733600128515,367.01620984043365,371.11433631965434,Road blockages due to flooding delayed the shipment.
Darjeeling,September,2022,1280.8859213937612,498.4941044518354,463.56304628902194,441.83955836505277,Road blockages due to flooding delayed the shipment.
Nilgiri,December,2022,515.390582363047,150.4432215056645,126.72330800855931,133.57350116515636,Customs clearance issues delayed the shipment.
Dooars,August,2022,551.9508039688099,493.147758791175,476.6381407937,542.076421049482,Customs clearance issues delayed the shipment.
Arunachal Pradesh,April,2022,1724.7545927995343,268.17088464196183,257.85329134378065,259.7923644786586,"Due to rush at the port, the shipment was delayed."
Assam,December,2022,1181.1618110028926,381.5864950930131,308.68577420493546,359.6730366770678,Road blockages due to flooding delayed the shipment.
Wayanad,November,2022,1945.363789189231,255.4473403298871,207.07370781701422,190.67091527296517,Labor strike at the port delayed the shipment.
Assam,November,2022,1480.8500546821501,355.8329058538789,292.23909901228507,291.6098750146896,Adverse weather conditions caused a delay in transportation.
Darjeeling,April,2022,1539.9299515458695,443.07654447212536,379.44422813242807,367.5192931538128,Customs clearance issues delayed the shipment.
Assam,August,2022,1910.6267161085254,430.0686094674651,350.67968670494696,316.91833978601227,Road blockages due to flooding delayed the shipment.
Dooars,February,2022,1581.2968637875708,459.08195350074266,397.0460448326462,424.5080523175696,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,October,2022,1926.5431268051814,409.1323484648366,380.15428979179893,397.25795112323254,Road blockages due to flooding delayed the shipment.
Terai,April,2022,1794.2700304603643,343.2211045461093,332.2584014439707,378.8346533059857,Adverse weather conditions caused a delay in transportation.
Darjeeling,July,2022,714.000601917244,427.88315068243236,424.2008407353106,493.7733173581135,Road blockages due to flooding delayed the shipment.
Assam,June,2022,642.5849741766381,67.43936695460559,60.54180581213454,59.422144387764455,Customs clearance issues delayed the shipment.
Nilgiri,January,2022,1895.7110395927843,391.5718469633056,354.3224949628249,418.95952906694623,Road blockages due to flooding delayed the shipment.
Terai,February,2022,958.014180606654,441.0811398696763,392.694542943808,365.05020159824,Customs clearance issues delayed the shipment.
Darjeeling,May,2022,1804.6654906662152,179.2470733594204,164.41891164004582,165.07789692789157,"Due to rush at the port, the shipment was delayed."
Meghalaya,April,2022,922.0280021489133,124.59524484303267,112.74732684639386,104.6810616181813,Customs clearance issues delayed the shipment.
Nilgiri,September,2022,720.8458661624784,91.25262116325825,78.26233671722902,78.3765149840193,Adverse weather conditions caused a delay in transportation.
Assam,August,2022,1423.3994329092743,232.68231838706595,197.63220132143468,229.15070683242095,Labor strike at the port delayed the shipment.
Tripura,September,2022,1719.8506483509957,328.8256787157001,275.0977663761597,289.0040087815259,Labor strike at the port delayed the shipment.
Meghalaya,August,2022,1481.2435457930032,389.884595299136,375.30519270633545,370.94981836309,"Due to rush at the port, the shipment was delayed."
Tripura,January,2022,750.5138044424988,286.8119562156275,258.40817715317274,273.8755479357343,Customs clearance issues delayed the shipment.
Assam,November,2022,1828.3280611087312,277.89882129194814,249.74813379101525,267.11520799272023,"Due to rush at the port, the shipment was delayed."
Tripura,November,2022,989.7596775921313,321.57461455873465,303.41093734362016,341.5911119001136,Customs clearance issues delayed the shipment.
Munnar,August,2022,1846.303133579651,305.5195265190833,293.9587651075116,296.85617033780346,"Due to rush at the port, the shipment was delayed."
Nilgiri,January,2022,666.2984298319664,430.9556844398817,376.6691257713475,447.0094569959001,"Due to rush at the port, the shipment was delayed."
Arunachal Pradesh,February,2022,792.1383982897994,236.74445224769923,227.94727628573614,205.84614422610304,Adverse weather conditions caused a delay in transportation.
Darjeeling,November,2022,617.8707388655802,298.4217570961161,242.85110543931282,228.28336628619704,Adverse weather conditions caused a delay in transportation.
Wayanad,December,2022,758.6644088738018,426.19742481275847,378.19495509960245,347.6987592588757,Road blockages due to flooding delayed the shipment.
Dooars,March,2022,933.5841884793398,137.9018310434726,116.83244048909879,122.06183517897239,"Due to rush at the port, the shipment was delayed."
Nilgiri,February,2022,1017.9935421828474,276.31207433501606,263.2705712840694,288.8476629895266,Adverse weather conditions caused a delay in transportation.
Dooars,November,2022,1867.9407694378958,474.72593089097705,417.1308197523888,485.9733974941015,"Due to rush at the port, the shipment was delayed."
Terai,January,2022,870.9158736209524,217.5210122716431,207.17472225651588,221.80602719343344,"Due to rush at the port, the shipment was delayed."
Tripura,June,2022,1600.9592403316537,442.9429356242748,406.8444721638584,476.1413179764061,"Due to rush at the port, the shipment was delayed."
Assam,April,2022,1429.2743136851886,435.41906652712464,380.6123568180007,346.0830449897391,Road blockages due to flooding delayed the shipment.
Terai,April,2022,1670.6605040206719,163.82086012353682,156.47698912251468,181.14847319836835,Labor strike at the port delayed the shipment.
Dooars,September,2022,1336.6790392507405,375.20212142045864,312.31210071302456,353.09484859648967,Road blockages due to flooding delayed the shipment.
Darjeeling,June,2022,661.4865277866554,144.85732978342415,120.35588418767679,113.47491465775332,Customs clearance issues delayed the shipment.
Assam,June,2022,1764.6849591048874,191.05675702582332,180.08617835520414,209.6380494618145,Customs clearance issues delayed the shipment.
Assam,December,2022,1215.4196546629312,271.2011897916579,253.27263373097023,302.69040659112153,Road blockages due to flooding delayed the shipment.
Wayanad,May,2022,1490.5525837006387,443.8312438726122,398.5319673492814,376.93160609558447,Labor strike at the port delayed the shipment.
Munnar,October,2022,1071.422863160801,275.19892585105913,228.78860984928224,238.5049421789701,Road blockages due to flooding delayed the shipment.
Tripura,June,2022,530.5833820861508,161.66387216340468,138.0869420338908,146.74992101383407,"Due to rush at the port, the shipment was delayed."
Nilgiri,March,2022,1085.2921146990266,282.13989625624106,239.62192848912403,220.80856619293132,Road blockages due to flooding delayed the shipment.
Wayanad,July,2022,960.8167974554767,221.8781261476818,220.2483872819943,227.5235054723495,"Due to rush at the port, the shipment was delayed."
Dooars,January,2022,1478.9929512491537,125.70915539171958,109.9543113098919,105.56663574822491,Customs clearance issues delayed the shipment.
Assam,July,2022,1729.57612393828,163.4372707657475,155.29201292757833,163.20282687655993,Road blockages due to flooding delayed the shipment.
Meghalaya,August,2022,727.5986408157997,98.07477946644758,86.2975593322456,102.59820842750757,Adverse weather conditions caused a delay in transportation.
Darjeeling,August,2022,1206.95062841209,305.5033107602982,297.5495075698837,269.1519442664375,"Due to rush at the port, the shipment was delayed."
Wayanad,April,2022,1717.287436747096,335.8492994637594,328.40280116852034,388.3457741209138,Adverse weather conditions caused a delay in transportation.
Munnar,May,2022,1130.7467108791752,358.72593090870737,323.7370414661234,299.90475460834483,Adverse weather conditions caused a delay in transportation.
Meghalaya,September,2022,918.7670663676738,469.75123692726356,380.4630185247518,369.5075996354365,"Due to rush at the port, the shipment was delayed."
Meghalaya,July,2022,1181.9863317003983,401.6505495829234,335.781529191432,361.0557403351144,Labor strike at the port delayed the shipment.
Wayanad,October,2022,617.8049236542735,439.40757703547604,384.8275886971805,372.965864731512,Customs clearance issues delayed the shipment.
Tripura,November,2022,1722.2691069075001,183.24052291482863,179.27580219034488,192.0858256601122,"Due to rush at the port, the shipment was delayed."
Assam,January,2022,1811.9357331070496,144.80476640537938,128.26485103565753,139.03579100279572,Customs clearance issues delayed the shipment.
Wayanad,July,2022,1635.708176858721,311.4341614723536,255.37729875841043,266.4786635286303,Adverse weather conditions caused a delay in transportation.
Darjeeling,November,2022,1273.3823728950197,115.9453933465476,107.4577681571098,120.39269479927519,Customs clearance issues delayed the shipment.
Assam,May,2022,1305.353721854141,330.29949606570926,266.8959224209696,295.6686402598059,"Due to rush at the port, the shipment was delayed."
Wayanad,December,2022,585.9170338385165,367.5847255444608,313.96175686141436,344.8128441729112,Customs clearance issues delayed the shipment.
Munnar,May,2022,1782.7801300994533,113.44482908235344,90.90469344083247,97.18747949879784,Adverse weather conditions caused a delay in transportation.
Meghalaya,March,2022,1133.0789527882275,327.4482645984539,279.18492596437824,324.53518252535514,Customs clearance issues delayed the shipment.
Terai,October,2022,1234.592552285078,381.1617584003368,321.70452746745275,364.51648730831505,Customs clearance issues delayed the shipment.
Assam,June,2022,743.7396639762057,165.72175689398605,158.72778999067532,151.38535987299366,Adverse weather conditions caused a delay in transportation.
Terai,December,2022,646.9794299227779,102.03876660583444,98.84772183105757,100.67793019028159,Customs clearance issues delayed the shipment.
Munnar,May,2022,1767.4206355327217,451.35808418464865,387.12689355993786,394.84765961216823,Road blockages due to flooding delayed the shipment.
Tripura,September,2022,926.6068401415021,391.4438374034969,372.9254992485883,412.9219848916917,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,January,2022,602.7153289630055,494.2137743953708,458.18618907860537,469.48262253072,Labor strike at the port delayed the shipment.
Nilgiri,May,2022,1213.5039401573717,53.821369974004234,47.9768011464313,55.567647099034566,Labor strike at the port delayed the shipment.
Munnar,July,2022,1520.3935348220537,199.14743471285215,194.36339930132596,202.93849169369227,Adverse weather conditions caused a delay in transportation.
Munnar,June,2022,1430.6048222699299,415.33103290520376,402.1478967917255,425.54221419575003,Labor strike at the port delayed the shipment.
Dooars,May,2022,1713.552300079709,480.69588858050133,418.9214132668438,477.11793184142255,Adverse weather conditions caused a delay in transportation.
Terai,August,2022,1238.1901347138842,162.5194005211093,131.0000933392955,123.98223920874891,Customs clearance issues delayed the shipment.
Tripura,May,2022,536.465296466798,81.75404594708952,72.78241447494698,84.47138651613943,"Due to rush at the port, the shipment was delayed."
Terai,January,2022,1875.3211988703706,435.72914607730064,395.6520084300431,463.04975315139166,Adverse weather conditions caused a delay in transportation.
Tripura,February,2022,1993.528767368842,465.3476566932177,396.46921304130854,378.1621592912902,Labor strike at the port delayed the shipment.
Arunachal Pradesh,March,2022,718.379826362469,239.1607439688158,196.44635239991223,224.36960871810712,Adverse weather conditions caused a delay in transportation.
Wayanad,August,2022,624.954353432115,132.51077485243405,115.34857921285219,126.62412766729456,Labor strike at the port delayed the shipment.
Meghalaya,August,2022,1954.553237402505,116.22946494149284,107.6238149786001,97.82496984020987,"Due to rush at the port, the shipment was delayed."
Arunachal Pradesh,September,2022,553.6282448069545,207.32746039234866,170.75036896751826,163.4265696198066,Road blockages due to flooding delayed the shipment.
Terai,November,2022,1538.6009963210126,74.25262578521065,68.80860555638316,64.51833117046039,Labor strike at the port delayed the shipment.
Meghalaya,March,2022,1465.5673763651705,408.63110637014836,339.6505902571103,316.0999501471681,"Due to rush at the port, the shipment was delayed."
Meghalaya,October,2022,1200.065553180068,178.53682969830749,171.65209076059585,178.9284639462893,Labor strike at the port delayed the shipment.
Munnar,November,2022,1952.1842248143926,100.51926577766925,93.2173908872757,92.50662347993227,Adverse weather conditions caused a delay in transportation.
Munnar,April,2022,1141.421082366588,111.97529390371929,105.7950957509194,97.43647000989694,Customs clearance issues delayed the shipment.
Wayanad,November,2022,1674.4665149112282,258.5290374629052,252.04259219064525,237.44387413480277,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,December,2022,903.9582891234265,222.1563019271513,191.79192246772186,189.6662458618906,Road blockages due to flooding delayed the shipment.
Dooars,November,2022,1406.656098728919,396.61567351281445,381.86567101209175,393.4084924238745,Adverse weather conditions caused a delay in transportation.
Dooars,November,2022,1943.7908113532203,367.01959650390177,301.4240670305624,274.5495043828632,Road blockages due to flooding delayed the shipment.
Wayanad,April,2022,644.1865593146799,362.39644301429854,345.943001375227,358.7916942559807,Road blockages due to flooding delayed the shipment.
Dooars,October,2022,615.9072315947031,311.3653506623864,249.779456032207,296.4043879683824,Adverse weather conditions caused a delay in transportation.
Terai,December,2022,1024.153111176909,389.6743790783804,358.2133398513674,401.80390214725287,"Due to rush at the port, the shipment was delayed."
Dooars,October,2022,1720.1687252494994,491.05340412629516,462.7612494522979,457.4737980405324,"Due to rush at the port, the shipment was delayed."
Wayanad,March,2022,1575.4927651568507,60.936339847386634,54.03086008400191,57.5282181029819,"Due to rush at the port, the shipment was delayed."
Terai,September,2022,915.035748323184,60.72896569883943,58.44745938828235,67.2879170587595,Road blockages due to flooding delayed the shipment.
Munnar,October,2022,1649.4746612184397,230.70874517366323,224.86462276942663,226.25058607288705,Adverse weather conditions caused a delay in transportation.
Meghalaya,April,2022,742.2894904809666,129.7792876066889,115.87185049443752,130.19417877584397,Labor strike at the port delayed the shipment.
Meghalaya,December,2022,1864.7723613402547,409.2550158159642,392.0437108408293,374.6782967072749,Adverse weather conditions caused a delay in transportation.
Darjeeling,February,2022,921.058083010905,80.33845224382759,67.54734211662674,61.0359336160529,Road blockages due to flooding delayed the shipment.
Wayanad,December,2022,1028.3490542865945,320.3364416684289,299.67653627497435,306.05099521971187,Labor strike at the port delayed the shipment.
Munnar,January,2022,1142.0857240182152,92.09530957947885,77.54436894214732,82.86251715060213,Labor strike at the port delayed the shipment.
Wayanad,July,2022,1942.4863779755256,459.1469762252376,458.8509205411992,463.58498908997905,Road blockages due to flooding delayed the shipment.
Assam,February,2022,1194.556771354223,351.44647091748993,310.8554887679659,361.97359369398595,Customs clearance issues delayed the shipment.
Tripura,January,2022,1651.0991733194828,205.90854546055922,168.62460870355,180.3038315453623,"Due to rush at the port, the shipment was delayed."
Dooars,October,2022,1532.2982856756446,199.9271030275348,183.43607993780523,194.4409387071141,"Due to rush at the port, the shipment was delayed."
Meghalaya,October,2022,541.7544413974642,213.61513429102354,191.7534063847284,227.0209496141442,Adverse weather conditions caused a delay in transportation.
Munnar,January,2022,1861.5737810778728,187.57206690185834,183.05393256010737,216.73886891019478,"Due to rush at the port, the shipment was delayed."
Dooars,February,2022,1733.81556407561,494.6708074520355,463.0771203173021,421.6418416376441,"Due to rush at the port, the shipment was delayed."
Arunachal Pradesh,March,2022,1226.2799189314233,73.49471625659497,59.00997071914317,57.874010625430785,"Due to rush at the port, the shipment was delayed."
Nilgiri,August,2022,834.7025143238512,291.6946157887544,234.06576942792125,256.66781223743016,"Due to rush at the port, the shipment was delayed."
Arunachal Pradesh,July,2022,1077.9703677097912,285.92633787735406,275.37006254451916,249.6651657686553,"Due to rush at the port, the shipment was delayed."
Wayanad,October,2022,690.1189506472663,399.3099617686645,359.74235346856517,372.9465328076578,"Due to rush at the port, the shipment was delayed."
Darjeeling,July,2022,1292.1965865422358,295.54685400653943,263.91229688641204,263.2378596260742,"Due to rush at the port, the shipment was delayed."
Terai,August,2022,1194.9801844688918,266.6254466512586,255.23097681121388,271.39778441497197,Road blockages due to flooding delayed the shipment.
Dooars,December,2022,1661.8708370789127,217.0540284152243,196.31060641317012,200.61260589423767,Adverse weather conditions caused a delay in transportation.
Darjeeling,August,2022,1608.190596419875,175.3790935249794,142.51740374756739,145.8648220164521,Road blockages due to flooding delayed the shipment.
Wayanad,January,2022,1773.5904271304946,452.34517190692765,392.177552910368,364.9771539998313,Adverse weather conditions caused a delay in transportation.
Tripura,June,2022,1055.704286592725,263.3800147579982,252.04418631841216,230.08655085125739,Customs clearance issues delayed the shipment.
Meghalaya,October,2022,756.2480966210283,216.1178391239208,212.3707871845952,204.64563043313558,Road blockages due to flooding delayed the shipment.
Tripura,July,2022,1781.4299032085655,182.55020259445803,146.39167680141682,169.64595009560597,Labor strike at the port delayed the shipment.
Wayanad,February,2022,1754.5739989993613,199.82046181018902,182.32552083282795,167.40909741708887,Adverse weather conditions caused a delay in transportation.
Assam,December,2022,1256.989274391508,242.0778438252043,196.54462548971418,205.47367616482717,Labor strike at the port delayed the shipment.
Tripura,May,2022,642.7562479468775,279.5170409520674,277.06644818756564,249.41390182354866,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,July,2022,1761.0410354390212,175.95304075109655,151.37459417823118,142.00091180348994,Adverse weather conditions caused a delay in transportation.
Darjeeling,August,2022,1151.2571239539734,195.2369468761826,169.7919236540296,199.7700807392525,Road blockages due to flooding delayed the shipment.
Tripura,July,2022,1762.8784273381127,86.10351164249798,76.56539962615864,84.7899419416315,"Due to rush at the port, the shipment was delayed."
Munnar,March,2022,1741.4042936233159,368.2031006349309,309.40542765695216,347.66909734165915,"Due to rush at the port, the shipment was delayed."
Wayanad,May,2022,1150.3762068026942,491.178367304401,472.7112052041675,450.57467180563236,Road blockages due to flooding delayed the shipment.
Dooars,October,2022,665.7485643840088,346.81189515370176,310.75039737783993,307.2402918656903,Adverse weather conditions caused a delay in transportation.
Darjeeling,August,2022,970.6380828361939,376.23468419832426,303.8809085035035,349.56668806984646,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,April,2022,1684.8457052721499,77.83841247331767,65.11204837937694,71.06548294250962,"Due to rush at the port, the shipment was delayed."
Tripura,July,2022,547.47715637033,472.6437029288088,413.1017035924426,495.13591718387374,"Due to rush at the port, the shipment was delayed."
Assam,November,2022,1800.497518300184,453.29014733328034,429.76754152413974,509.16349225322125,Customs clearance issues delayed the shipment.
Terai,August,2022,1176.246792300604,158.16650199051435,154.2792734729164,180.44485720454009,Adverse weather conditions caused a delay in transportation.
Terai,December,2022,848.9859009875042,437.2711833460212,386.97365232701566,391.80946746945995,Adverse weather conditions caused a delay in transportation.
Dooars,March,2022,953.7792311921125,81.87064347998894,72.1431615790452,84.77874606282165,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,March,2022,1309.6783537601395,365.43101873866937,325.0851871934325,376.1426626185702,Customs clearance issues delayed the shipment.
Arunachal Pradesh,March,2022,713.6435140305256,315.69679224281015,283.33283919051104,256.09682877956965,"Due to rush at the port, the shipment was delayed."
Munnar,January,2022,1503.0796811444213,111.43924347424553,103.36410861668662,107.30709433864945,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,October,2022,1982.4488295307472,163.49766263969468,157.44645534307585,159.4742290850211,"Due to rush at the port, the shipment was delayed."
Dooars,October,2022,1291.0947743964402,372.3242270298555,309.61207342502394,311.8977097283082,Labor strike at the port delayed the shipment.
Terai,March,2022,1431.658688801972,235.58878536322027,219.00910032957674,219.93538282134662,Customs clearance issues delayed the shipment.
Tripura,January,2022,838.0975085702734,233.80316071056325,232.52745331376912,214.58155061769412,Adverse weather conditions caused a delay in transportation.
Munnar,October,2022,1353.7923038688189,472.99651018786756,469.86980212668,458.3695516111011,"Due to rush at the port, the shipment was delayed."
Wayanad,July,2022,1895.5391648299242,428.23850136878366,351.9804842768381,368.8105057592508,Adverse weather conditions caused a delay in transportation.
Meghalaya,May,2022,1884.3184561035507,295.5585928149666,283.88428145710674,328.3871034516024,"Due to rush at the port, the shipment was delayed."
Tripura,April,2022,1404.516993963607,53.955437240554694,49.15066649017835,45.247376422907564,Customs clearance issues delayed the shipment.
Tripura,July,2022,1834.853937289748,170.9207145632758,156.28783407594503,178.2878669043348,Adverse weather conditions caused a delay in transportation.
Assam,December,2022,677.2002450746197,57.44644356666192,57.27265508265325,67.25452407326809,"Due to rush at the port, the shipment was delayed."
Darjeeling,September,2022,695.7243173680911,271.0243490241048,269.41886426867313,257.09417589437396,Labor strike at the port delayed the shipment.
Tripura,May,2022,536.7131505862866,289.7104432767055,243.75011590209402,263.65067292671256,Labor strike at the port delayed the shipment.
Tripura,October,2022,651.3736907020888,163.92473510304455,155.1258168441861,162.97188650387915,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,October,2022,1386.450634181014,296.51765876206616,281.4382076828456,304.09320855932987,Labor strike at the port delayed the shipment.
Wayanad,September,2022,1481.017175823598,243.613141866771,214.5904229830306,218.22288709968376,"Due to rush at the port, the shipment was delayed."
Nilgiri,January,2022,1133.0946455494611,342.44733537056925,274.37899044699844,272.40685897300256,"Due to rush at the port, the shipment was delayed."
Tripura,June,2022,1854.154378749302,299.74003212760306,253.05668265985435,285.8419053527759,Customs clearance issues delayed the shipment.
Nilgiri,June,2022,708.4879164230025,144.55668084595084,136.86721368689908,142.28304453039877,"Due to rush at the port, the shipment was delayed."
Tripura,May,2022,1866.190819649737,488.46545142549223,482.7929023128287,508.74388829233317,"Due to rush at the port, the shipment was delayed."
Darjeeling,September,2022,769.7522094123127,179.30388459196155,145.18559770070112,147.0762165885946,Adverse weather conditions caused a delay in transportation.
Assam,September,2022,805.1483896039052,397.2434395092401,363.8884927338946,420.48700981748186,Road blockages due to flooding delayed the shipment.
Assam,July,2022,1842.728409630611,233.6854490243682,231.15694547179172,235.6705749956527,Customs clearance issues delayed the shipment.
Arunachal Pradesh,November,2022,805.9691058261867,300.0173254491589,274.5190828921218,327.73126143064104,Customs clearance issues delayed the shipment.
Arunachal Pradesh,May,2022,551.5039696992238,256.08357548302354,255.16365762475624,291.16278077350756,Customs clearance issues delayed the shipment.
Tripura,April,2022,1964.3434509613828,445.9430293828761,385.38165414199744,433.663836937434,Customs clearance issues delayed the shipment.
Tripura,August,2022,981.3480882202152,441.6168498520873,364.56588835792473,347.47036983680897,Labor strike at the port delayed the shipment.
Wayanad,August,2022,621.6799742631906,262.00389754602566,247.83799866937233,296.2993468712836,Adverse weather conditions caused a delay in transportation.
Terai,October,2022,1737.2285747834637,431.35383486028604,345.6786093375405,355.5941656941346,Customs clearance issues delayed the shipment.
Meghalaya,May,2022,1947.7036670981365,239.99642179408215,233.99708075116476,223.20787208926808,"Due to rush at the port, the shipment was delayed."
Wayanad,March,2022,1021.2094144362646,100.1835200477829,83.54604842651611,96.78776019971353,"Due to rush at the port, the shipment was delayed."
Dooars,January,2022,1114.9601990215897,497.637283299757,477.5320437560999,527.650214894898,Labor strike at the port delayed the shipment.
Darjeeling,June,2022,990.7393148023148,302.11100315899637,270.07025449926516,273.71888258237675,Labor strike at the port delayed the shipment.
Munnar,June,2022,521.9955247521565,288.85005159834304,233.8552101711271,236.38817303997098,Labor strike at the port delayed the shipment.
Assam,January,2022,1156.350720072474,277.2761943028114,272.98075070911244,278.4650173629223,Labor strike at the port delayed the shipment.
Arunachal Pradesh,August,2022,1826.2700942860129,454.8815913447479,388.02377751106644,441.41962966524454,"Due to rush at the port, the shipment was delayed."
Terai,January,2022,1450.57662779271,55.54393565109639,44.791343222353355,49.540010057680924,Labor strike at the port delayed the shipment.
Meghalaya,July,2022,538.063846908679,159.06319828025977,155.54502201358585,167.96916667918623,Customs clearance issues delayed the shipment.
Nilgiri,May,2022,866.4520962583364,314.7561982676828,281.78104712062503,260.59316438398133,Adverse weather conditions caused a delay in transportation.
Darjeeling,June,2022,898.1585228307874,308.22209600477413,283.0555368717445,309.1872280518436,Customs clearance issues delayed the shipment.
Arunachal Pradesh,April,2022,1858.5566458144335,372.28728958043746,320.2692983982834,343.23258325585306,"Due to rush at the port, the shipment was delayed."
Munnar,August,2022,1644.4293466642514,473.06623712884874,440.5364502254343,458.5227777104268,Labor strike at the port delayed the shipment.
Darjeeling,March,2022,625.9293683456174,291.7498116810881,288.4675546543118,338.4126254025585,Labor strike at the port delayed the shipment.
Terai,July,2023,666.4469955446285,447.8099401746444,443.7622308754056,422.07582143015935,Labor strike at the port delayed the shipment.
Terai,July,2023,1725.275144019248,314.7266552471951,279.6297878373825,255.65529799867755,Adverse weather conditions caused a delay in transportation.
Tripura,June,2023,1192.9558972102361,367.9784459157901,314.2189363367023,355.98691130977323,Labor strike at the port delayed the shipment.
Wayanad,September,2023,1300.9793583925994,389.2988979412954,361.4644860724022,382.6850455830316,Labor strike at the port delayed the shipment.
Nilgiri,June,2023,973.616232726903,119.22413146559732,99.50629879924574,93.28926731324408,Road blockages due to flooding delayed the shipment.
